型号,机号,传动方式,主轴转速,流量,全压,电机型号,功率
T4-72,3,A,2900,2214,1057,Y90S-2,1.5
T4-72,3,A,2900,2423,994,Y90S-2,1.5
T4-72,3,A,2900,2631,924,Y90S-2,1.5
T4-72,3,A,2900,2840,829,Y90S-2,1.5
T4-72,3,A,2900,3049,716,Y90S-2,1.5
T4-72,3,A,1450,794,285,Y802-4,0.75
T4-72,3,A,1450,898,280,Y802-4,0.75
T4-72,3,A,1450,1003,273,Y802-4,0.75
T4-72,3,A,1450,1211,263,Y802-4,0.75
T4-72,3,A,1450,1316,230,Y802-4,0.75
T4-72,3,A,1450,1420,207,Y802-4,0.75
T4-72,3,A,1450,1524,179,Y802-4,0.75
T4-72,3.5,A,2900,2522,1556,Y100L-2,3
T4-72,3.5,A,2900,2853,1532,Y100L-2,3
T4-72,3.5,A,2900,3184,1495,Y100L-2,3
T4-72,3.5,A,2900,3516,1440,Y100L-2,3
T4-72,3.5,A,2900,3847,1355,Y100L-2,3
T4-72,3.5,A,2900,4178,1259,Y100L-2,3
T4-72,3.5,A,2900,4510,1129,Y100L-2,3
T4-72,3.5,A,2900,4841,976,Y100L-2,3
T4-72,3.5,A,1450,1261,388,Y90S-4,1.1
T4-72,3.5,A,1450,1427,382,Y90S-4,1.1
T4-72,3.5,A,1450,1592,372,Y90S-4,1.1
T4-72,3.5,A,1450,1758,359,Y90S-4,1.1
T4-72,3.5,A,1450,1924,337,Y90S-4,1.1
T4-72,3.5,A,1450,2089,314,Y90S-4,1.1
T4-72,3.5,A,1450,2255,281,Y90S-4,1.1
T4-72,3.5,A,1450,2421,243,Y90S-4,1.1
T4-72,4,A,2900,3764,2036,Y132S1-2,5.5
T4-72,4,A,2900,4259,2005,Y132S1-2,5.5
T4-72,4,A,2900,4753,1956,Y132S1-2,5.5
T4-72,4,A,2900,5248,1884,Y132S1-2,5.5
T4-72,4,A,2900,5743,1772,Y132S1-2,5.5
4-72,4,A,2900,6237,1646,Y132S1-2,5.5
4-72,4,A,2900,6732,1476,Y132S1-2,5.5
4-72,4,A,2900,7226,1275,Y132S1-2,5.5
4-72,4,A,1450,1882,506,Y90S-4,1.1
T4-72,4,A,1450,2129,499,Y90S-4,1.1
T4-72,4,A,1450,2377,186,Y90S-4,1.1
T4-72,4,A,1450,2624,169,Y90S-4,1.1
T4-72,4,A,1450,2871,441,Y90S-4,1.1
T4-72,4,A,1450,3119,410,Y90S-4,1.1
T4-72,4,A,1450,3366,368,Y90S-4,1.1
T4-72,4,A,1450,3613,318,Y90S-4,1.1
T4-72,4.5,A,2900,5360,2882,Y132S2-2,7.5
T4-72,4.5,A,2900,6064,2542,Y132S2-2,7.5
T4-72,4.5,A,2900,6768,2480,Y132S2-2,7.5
T4-72,4.5,A,2900,7472,2388,Y132S2-2,7.5
T4-72,4.5,A,2900,8176,2246,Y132S2-2,7.5
T4-72,4.5,A,2900,8881,2087,Y132S2-2,7.5
T4-72,4.5,A,2900,9585,1871,Y132S2-2,7.5
T4-72,4.5,A,2900,10288,1616,Y132S2-2,7.5
T4-72,4.5,A,1450,2680,641,Y90S-4,1.1
T4-72,4.5,A,1450,3032,631,Y90S-4,1.1
T4-72,4.5,A,1450,3384,616,Y90S-4,1.1
T4-72,4.5,A,1450,3736,593,Y90S-4,1.1
T4-72,4.5,A,1450,4088,558,Y90S-4,1.1
T4-72,4.5,A,1450,4440,519,Y90S-4,1.1
T4-72,4.5,A,1450,4792,466,Y90S-4,1.1
T4-72,4.5,A,1450,5144,402,Y90S-4,1.1
T4-72,5,A,2900,7352,3195,Y160M1-2,11
T4-72,5,A,2900,8318,3145,Y160M1-2,11
T4-72,5,A,2900,9284,3067,Y160M2-2,15
T4-72,5,A,2900,10249,2954,Y160M2-2,15
T4-72,5,A,2900,11215,2778,Y160M2-2,15
T4-72,5,A,2900,12181,2581,Y160M2-2,15
T4-72,5,A,2900,13147,2314,Y160M2-2,15
T4-72,5,A,2900,14113,1998,Y160M2-2,15
T4-72,5,A,1450,3676,792,Y100L1-4,2.2
T4-72,5,A,1450,4159,780,Y100L1-4,2.2
4-72,5,A,1450,4642,761,Y100L1-4,2.2
4-72,5,A,1450,5125,733,Y100L1-4,2.2
4-72,5,A,1450,5608,690,Y100L1-4,2.2
4-72,5,A,1450,6091,641,Y100L1-4,2.2
T4-72,5,A,1450,6574,575,Y100L1-4,2.2
T4-72,5,A,1450,7057,497,Y100L1-4,2.2
T4-72,6,A,1450,6352,1142,Y112M-4,4
T4-72,6,A,1450,7187,1124,Y112M-4,4
T4-72,6,A,1450,8021,1097,Y112M-4,4
T4-72,6,A,1450,8856,1057,Y112M-4,4
T4-72,6,A,1450,9691,994,Y112M-4,4
T4-72,6,A,1450,10525,924,Y112M-4,4
T4-72,6,A,1450,11359,829,Y112M-4,4
T4-72,6,A,1450,12194,716,Y112M-4,4
T4-72,6,A,960,4206,499,Y100L-6,1.5
T4-72,6,A,960,4758,492,Y100L-6,1.5
T4-72,6,A,960,5311,480,Y100L-6,1.5
T4-72,6,A,960,5863,462,Y100L-6,1.5
T4-72,6,A,960,6416,435,Y100L-6,1.5
T4-72,6,A,960,6968,404,Y100L-6,1.5
T4-72,6,A,960,7521,363,Y100L-6,1.5
T4-72,6,A,960,8073,313,Y100L-6,1.5
T4-72,7,C,1800,12521,2406,Y160L-4,15
T4-72,7,C,1800,14166,2369,Y160L-4,15
T4-72,7,C,1800,15812,2310,Y180M-4,18.5
T4-72,7,C,1800,17457,2225,Y180M-4,18.5
T4-72,7,C,1800,19102,2093,Y180M-4,18.5
T4-72,7,C,1800,20747,1945,Y180M-4,18.5
T4-72,7,C,1800,22392,1744,Y180M-4,18.5
T4-72,7,C,1800,24038,1506,Y180M-4,18.5
T4-72,7,C,1600,11130,1897,Y160M-4,11
T4-72,7,C,1600,12592,1868,Y160M-4,11
T4-72,7,C,1600,14055,1822,Y160M-4,11
T4-72,7,C,1600,15517,1755,Y160M-4,11
T4-72,7,C,1600,16980,1651,Y160M-4,11
T4-72,7,C,1600,18442,1534,Y160M-4,11
T4-72,7,C,1600,19904,1376,Y160M-4,11
T4-72,7,C,1600,21367,1189,Y160M-4,11
T4-72,7,C,1250,8696,1155,Y132S-4,5.5
T4-72,7,C,1250,9838,1137,Y132S-4,5.5
T4-72,7,C,1250,10980,1109,Y132S-4,5.5
T4-72,7,C,1250,12123,1069,Y132S-4,5.5
T4-72,7,C,1250,13265,1005,Y132S-4,5.5
T4-72,7,C,1250,14408,934,Y132S-4,5.5
T4-72,7,C,1250,15550,838,Y132S-4,5.5
T4-72,7,C,1250,16693,724,Y132S-4,5.5
T4-72,7,C,1120,7791,927,Y112M-4,4
T4-72,7,C,1120,8815,912,Y112M-4,4
T4-72,7,C,1120,9839,890,Y112M-4,4
T4-72,7,C,1120,10862,857,Y112M-4,4
T4-72,7,C,1120,11886,807,Y112M-4,4
T4-72,7,C,1120,12909,750,Y112M-4,4
T4-72,7,C,1120,13933,673,Y112M-4,4
T4-72,7,C,1120,14957,581,Y112M-4,4
T4-72,7,C,1000,6957,738,Y100L2-4,3
T4-72,7,C,1000,7871,727,Y100L2-4,3
T4-72,7,C,1000,8785,709,Y100L2-4,3
T4-72,7,C,1000,9699,683,Y100L2-4,3
T4-72,7,C,1000,10612,643,Y100L2-4,3
T4-72,7,C,1000,11526,597,Y100L2-4,3
T4-72,7,C,1000,12440,536,Y100L2-4,3
T4-72,7,C,1000,13354,463,Y100L2-4,3
T4-72,7,C,900,6261,598,Y100L2-4,3
T4-72,7,C,900,7083,588,Y100L2-4,3
T4-72,7,C,900,7906,574,Y100L2-4,3
T4-72,7,C,900,8729,553,Y100L2-4,3
T4-72,7,C,900,9551,520,Y100L2-4,3
T4-72,7,C,900,10373,484,Y100L2-4,3
T4-72,7,C,900,11196,434,Y100L2-4,3
T4-72,7,C,900,12019,375,Y100L2-4,3
T4-72,7,C,800,5565,472,Y100L1-4,2.2
T4-72,7,C,800,6296,465,Y100L1-4,2.2
T4-72,7,C,800,7028,453,Y100L1-4,2.2
T4-72,7,C,800,7759,437,Y100L1-4,2.2
T4-72,7,C,800,8490,411,Y100L1-4,2.2
T4-72,7,C,800,8221,382,Y100L1-4,2.2
T4-72,7,C,800,9952,343,Y100L1-4,2.2
T4-72,7,C,800,10683,296,Y100L1-4,2.2
T4-72,7,C,710,4939,372,Y90L-4,1.5
T4-72,7,C,710,5588,366,Y90L-4,1.5
T4-72,7,C,710,6237,357,Y90L-4,1.5
T4-72,7,C,710,6886,344,Y90L-4,1.5
T4-72,7,C,710,7535,324,Y90L-4,1.5
T4-72,7,C,710,8184,301,Y90L-4,1.5
T4-72,7,C,710,8833,270,Y90L-4,1.5
T4-72,7,C,710,9482,233,Y90L-4,1.5
T4-72,8,C,1800,18691,3150,Y200L-4,30
T4-72,8,C,1800,21147,3101,Y200L-4,30
T4-72,8,C,1800,23603,3025,Y200L-4,30
T4-72,8,C,1800,26058,2913,Y225S-4,37
T4-72,8,C,1800,28514,2740,Y225S-4,37
T4-72,8,C,1800,30970,2545,Y225S-4,37
T4-72,8,C,1800,33426,2282,Y225S-4,37
T4-72,8,C,1800,35882,1970,Y225S-4,37
T4-72,8,C,1600,16614,2483,Y180L-4,22
T4-72,8,C,1600,18797,2445,Y180L-4,22
T4-72,8,C,1600,20980,2385,Y180L-4,22
T4-72,8,C,1600,23163,2297,Y180L-4,22
T4-72,8,C,1600,25346,2160,Y180L-4,22
T4-72,8,C,1600,27529,2007,Y180L-4,22
T4-72,8,C,1600,29712,1800,Y180L-4,22
T4-72,8,C,1600,31895,1554,Y180L-4,22
T4-72,8,C,1250,12980,1511,Y160M-4,11
T4-72,8,C,1250,14685,1487,Y160M-4,11
T4-72,8,C,1250,16390,1451,Y160M-4,11
T4-72,8,C,1250,18096,1398,Y160M-4,11
T4-72,8,C,1250,19801,1315,Y160M-4,11
T4-72,8,C,1250,21507,1222,Y160M-4,11
T4-72,8,C,1250,23212,1096,Y160M-4,11
T4-72,8,C,1250,24918,947,Y160M-4,11
T4-72,8,C,1120,11630,1211,Y132M-4,7.5
T4-72,8,C,1120,13158,1193,Y132M-4,7.5
T4-72,8,C,1120,14686,1164,Y132M-4,7.5
T4-72,8,C,1120,16214,1121,Y132M-4,7.5
T4-72,8,C,1120,17742,1054,Y132M-4,7.5
T4-72,8,C,1120,19270,980,Y132M-4,7.5
T4-72,8,C,1120,20798,879,Y132M-4,7.5
T4-72,8,C,1120,22326,760,Y132M-4,7.5
T4-72,8,C,1000,10384,965,Y132S-4,5.5
T4-72,8,C,1000,11748,950,Y132S-4,5.5
T4-72,8,C,1000,13112,927,Y132S-4,5.5
T4-72,8,C,1000,14477,893,Y132S-4,5.5
T4-72,8,C,1000,15841,840,Y132S-4,5.5
T4-72,8,C,1000,17205,781,Y132S-4,5.5
T4-72,8,C,1000,18570,700,Y132S-4,5.5
T4-72,8,C,1000,19934,605,Y132S-4,5.5
T4-72,8,C,900,9346,781,Y112M-4,4
T4-72,8,C,900,10573,769,Y112M-4,4
T4-72,8,C,900,11801,750,Y112M-4,4
T4-72,8,C,900,13029,723,Y112M-4,4
T4-72,8,C,900,14257,680,Y112M-4,4
T4-72,8,C,900,15485,632,Y112M-4,4
T4-72,8,C,900,16713,567,Y112M-4,4
T4-72,8,C,900,17941,490,Y112M-4,4
T4-72,8,C,800,8307,617,Y100L2-4,3
T4-72,8,C,800,9399,607,Y100L2-4,3
T4-72,8,C,800,10490,592,Y100L2-4,3
T4-72,8,C,800,11581,571,Y100L2-4,3
T4-72,8,C,800,12673,537,Y100L2-4,3
T4-72,8,C,800,13764,499,Y100L2-4,3
T4-72,8,C,800,14856,448,Y100L2-4,3
T4-72,8,C,800,15947,387,Y100L2-4,3
T4-72,8,C,710,7373,486,Y100L1-4,2.2
T4-72,8,C,710,7341,478,Y100L1-4,2.2
T4-72,8,C,710,9310,466,Y100L1-4,2.2
T4-72,8,C,710,10278,449,Y100L1-4,2.2
T4-72,8,C,710,11247,423,Y100L1-4,2.2
T4-72,8,C,710,12216,393,Y100L1-4,2.2
T4-72,8,C,710,13184,353,Y100L1-4,2.2
T4-72,8,C,710,14153,305,Y100L1-4,2.2
T4-72,8,C,630,6542,382,Y100L-6,1.5
T4-72,8,C,630,7402,376,Y100L-6,1.5
T4-72,8,C,630,8261,367,Y100L-6,1.5
T4-72,8,C,630,9121,354,Y100L-6,1.5
T4-72,8,C,630,9980,333,Y100L-6,1.5
T4-72,8,C,630,10839,309,Y100L-6,1.5
T4-72,8,C,630,11699,278,Y100L-6,1.5
T4-72,8,C,630,12588,240,Y100L-6,1.5
T4-72,10,C,1300,37328,2551,Y225S-4,37
T4-72,10,C,1300,31947,2494,Y225S-4,37
T4-72,10,C,1300,36758,2381,Y225S-4,37
T4-72,10,C,1300,41377,2212,Y225S-4,37
T4-72,10,C,1300,46188,1958,Y225S-4,37
T4-72,10,C,1300,50807,1621,Y225S-4,37
T4-72,10,C,1170,24595,2063,Y200L-4,30
T4-72,10,C,1170,28752,2017,Y200L-4,30
T4-72,10,C,1170,33082,1926,Y200L-4,30
T4-72,10,C,1170,37239,1789,Y200L-4,30
T4-72,10,C,1170,41569,1584,Y200L-4,30
T4-72,10,C,1170,45726,1311,Y200L-4,30
T4-72,10,C,1040,21862,1627,Y180L-4,18.5
T4-72,10,C,1040,25557,1591,Y180L-4,18.5
T4-72,10,C,1040,29406,1519,Y180L-4,18.5
T4-72,10,C,1040,33101,1412,Y180L-4,18.5
T4-72,10,C,1040,36950,1250,Y180L-4,18.5
T4-72,10,C,1040,40645,1035,Y180L-4,18.5
T4-72,10,C,940,19760,1328,Y160L-4,15
T4-72,10,C,940,23100,1299,Y160L-4,15
T4-72,10,C,940,26597,1240,Y160L-4,15
T4-72,10,C,940,29918,1152,Y160L-4,15
T4-72,10,C,940,33397,1020,Y160L-4,15
T4-72,10,C,940,36737,845,Y160L-4,15
T4-72,10,C,830,17447,1034,Y160M-4,11
T4-72,10,C,830,20396,1012,Y160M-4,11
T4-72,10,C,830,23468,966,Y160M-4,11
T4-72,10,C,830,26417,898,Y160M-4,11
T4-72,10,C,830,29489,795,Y160M-4,11
T4-72,10,C,830,32438,658,Y160M-4,11
T4-72,10,C,740,1556,822,Y132M-4,7.5
T4-72,10,C,740,18185,803,Y132M-4,7.5
T4-72,10,C,740,20923,767,Y132M-4,7.5
T4-72,10,C,740,23553,713,Y132M-4,7.5
T4-72,10,C,740,26291,632,Y132M-4,7.5
T4-72,10,C,740,28921,523,Y132M-4,7.5
T4-72,10,C,660,13874,653,Y132M2-6,5.5
T4-72,10,C,660,16219,639,Y132M2-6,5.5
T4-72,10,C,660,18661,610,Y132M2-6,5.5
T4-72,10,C,660,21006,567,Y132M2-6,5.5
T4-72,10,C,660,23449,502,Y132M2-6,5.5
T4-72,10,C,660,25794,416,Y132M2-6,5.5
T4-72,10,C,580,12192,504,Y132M1-6,4
T4-72,10,C,580,14253,493,Y132M1-6,4
T4-72,10,C,580,16399,471,Y132M1-6,4
T4-72,10,C,580,18460,438,Y132M1-6,4
T4-72,10,C,580,20607,388,Y132M1-6,4
T4-72,10,C,580,22667,321,Y132M1-6,4
T4-72,10,C,520,10931,405,Y132S-6,3
T4-72,10,C,520,12778,396,Y132S-6,3
T4-72,10,C,520,14703,378,Y132S-6,3
T4-72,10,C,520,16550,352,Y132S-6,3
T4-72,10,C,520,18475,312,Y132S-6,3
T4-72,10,C,520,20322,258,Y132S-6,3
T4-72,12,C,1170,42500,2980,Y280S-4,75
T4-72,12,C,1170,49684,2914,Y280S-4,75
T4-72,12,C,1170,57166,2781,Y280S-4,75
T4-72,12,C,1170,64349,2583,Y280S-4,75
T4-72,12,C,1170,71832,2287,Y280S-4,75
T4-72,12,C,1170,79015,1892,Y280S-4,75
T4-72,12,C,1040,3778,2349,Y250M-4,55
T4-72,12,C,1040,44163,2297,Y250M-4,55
T4-72,12,C,1040,50814,2193,Y250M-4,55
T4-72,12,C,1040,57199,2037,Y250M-4,55
T4-72,12,C,1040,63850,1804,Y250M-4,55
T4-72,12,C,1040,70236,1493,Y250M-4,55
T4-72,12,C,940,34145,1916,Y225S-4,37
T4-72,12,C,940,39917,1874,Y225S-4,37
T4-72,12,C,940,45928,1789,Y225S-4,37
T4-72,12,C,940,51699,1662,Y225S-4,37
T4-72,12,C,940,57711,1472,Y225S-4,37
T4-72,12,C,940,63482,1218,Y225S-4,37
T4-72,12,C,830,30150,1492,Y200L2-6,22
T4-72,12,C,830,35245,1459,Y200L2-6,22
T4-72,12,C,830,40554,1393,Y200L2-6,22
T4-72,12,C,830,45649,1294,Y225M-6,30
T4-72,12,C,830,50957,1146,Y225M-6,30
T4-72,12,C,830,56053,949,Y225M-6,30
T4-72,12,C,740,26880,1185,Y200L1-6,18.5
T4-72,12,C,740,31424,1158,Y200L1-6,18.5
T4-72,12,C,740,36156,1106,Y200L1-6,18.5
T4-72,12,C,740,40699,1028,Y200L1-6,18.5
T4-72,12,C,740,45432,910,Y200L1-6,18.5
T4-72,12,C,740,49975,754,Y200L1-6,18.5
T4-72,12,C,660,23974,9442,Y180L-6,15
T4-72,12,C,660,28026,921,Y180L-6,15
T4-72,12,C,660,32247,879,Y180L-6,15
T4-72,12,C,660,36299,817,Y180L-6,15
T4-72,12,C,660,40520,724,Y180L-6,15
T4-72,12,C,660,44572,599,Y180L-6,15
T4-72,12,C,580,21068,727,Y160L-6,11
T4-72,12,C,580,24629,711,Y160L-6,11
T4-72,12,C,580,28338,679,Y160L-6,11
T4-72,12,C,580,31899,631,Y160L-6,11
T4-72,12,C,580,35609,559,Y160L-6,11
T4-72,12,C,580,39170,463,Y160L-6,11
T4-72,12,C,520,18889,584,Y160M-6,7.5
T4-72,12,C,520,22081,571,Y160M-6,7.5
T4-72,12,C,520,25407,545,Y160M-6,7.5
T4-72,12,C,520,28599,507,Y160M-6,7.5
T4-72,12,C,520,31925,449,Y160M-6,7.5
T4-72,12,C,520,35118,372,Y160M-6,7.5
T4-72,12,C,470,17072,477,Y132M2-6,5.5
T4-72,12,C,470,19958,466,Y132M2-6,5.5
T4-72,12,C,470,22964,445,Y132M2-6,5.5
T4-72,12,C,470,25849,414,Y132M2-6,5.5
T4-72,12,C,470,28855,367,Y132M2-6,5.5
T4-72,12,C,470,31741,304,Y132M2-6,5.5
T4-72,12,C,420,15256,381,Y132M1-6,4
T4-72,12,C,420,17835,372,Y132M1-6,4
T4-72,12,C,420,20521,355,Y132M1-6,4
T4-72,12,C,420,23099,330,Y132M1-6,4
T4-72,12,C,420,25785,293,Y132M1-6,4
T4-72,12,C,420,28364,242,Y132M1-6,4
4-79,3,A,2900,1970,1196,Y90S-2,1.5
4-79,3,A,2900,2180,1167,Y90S-2,1.5
4-79,3,A,2900,2430,1157,Y90S-2,1.5
4-79,3,A,2900,2670,1118,Y90S-2,1.5
4-79,3,A,2900,2900,1069,Y90S-2,1.5
4-79,3,A,2900,3130,1040,Y90S-2,1.5
4-79,3,A,2900,3480,892,Y90S-2,1.5
4-79,3,A,2900,3830,726,Y90S-2,1.5
4-79,3,A,1450,990,304,Y802S-4,0.75
4-79,3,A,1450,1100,294,Y802S-4,0.75
4-79,3,A,1450,1220,284,Y802S-4,0.75
4-79,3,A,1450,1340,275,Y802S-4,0.75
4-79,3,A,1450,1450,265,Y802S-4,0.75
4-79,3,A,1450,1560,255,Y802S-4,0.75
4-79,3,A,1450,1740,226,Y802S-4,0.75
4-79,3,A,1450,1910,177,Y802S-4,0.75
4-79,3.5,A,2900,3120,1628,Y100L-2,3
4-79,3.5,A,2900,3460,1589,Y100L-2,3
4-79,3.5,A,2900,3860,1569,Y100L-2,3
4-79,3.5,A,2900,4240,1510,Y100L-2,3
4-79,3.5,A,2900,4600,1461,Y100L-2,3
4-79,3.5,A,2900,4960,1422,Y100L-2,3
4-79,3.5,A,2900,5520,1206,Y100L-2,3
4-79,3.5,A,2900,6070,981,Y100L-2,3
4-79,3.5,A,1450,1560,412,Y90S-4,1.1
4-79,3.5,A,1450,1750,402,Y90S-4,1.1
4-79,3.5,A,1450,1930,392,Y90S-4,1.1
4-79,3.5,A,1450,2120,382,Y90S-4,1.1
4-79,3.5,A,1450,2300,363,Y90S-4,1.1
4-79,3.5,A,1450,2480,353,Y90S-4,1.1
4-79,3.5,A,1450,2760,304,Y90S-4,1.1
4-79,3.5,A,1450,3040,245,Y90S-4,1.1
4-79,4,A,2900,4670,2138,Y132S1-2,5.5
4-79,4,A,2900,5220,2079,Y132S1-2,5.5
4-79,4,A,2900,5760,2050,Y132S1-2,5.5
4-79,4,A,2900,6310,1981,Y132S1-2,5.5
4-79,4,A,2900,6860,1902,Y132S1-2,5.5
4-79,4,A,2900,7410,1853,Y132S1-2,5.5
4-79,4,A,2900,8240,1579,Y132S1-2,5.5
4-79,4,A,2900,9080,1275,Y132S1-2,5.5
4-79,4,A,1450,2330,530,Y90S-4,1.1
4-79,4,A,1450,2610,520,Y90S-4,1.1
4-79,4,A,1450,2880,510,Y90S-4,1.1
4-79,4,A,1450,3160,490,Y90S-4,1.1
4-79,4,A,1450,3430,481,Y90S-4,1.1
4-79,4,A,1450,3710,461,Y90S-4,1.1
4-79,4,A,1450,4120,392,Y90S-4,1.1
4-79,4,A,1450,4540,324,Y90S-4,1.1
4-79,4.5,A,2900,6640,2697,Y160M1-2,11
4-79,4.5,A,2900,740,2628,Y160M1-2,11
4-79,4.5,A,2900,8200,2599,Y160M1-2,11
4-79,4.5,A,2900,8990,2511,Y160M1-2,11
4-79,4.5,A,2900,9790,2412,Y160M1-2,11
4-79,4.5,A,2900,10550,2344,Y160M1-2,11
4-79,4.5,A,2900,11720,2001,Y160M1-2,11
4-79,4.5,A,2900,12920,1618,Y160M1-2,11
4-79,4.5,A,1450,3320,677,Y90S-4,1.5
4-79,4.5,A,1450,3720,657,Y90S-4,1.5
4-79,4.5,A,1450,4110,647,Y90S-4,1.5
4-79,4.5,A,1450,4510,628,Y90S-4,1.5
4-79,4.5,A,1450,4890,598,Y90S-4,1.5
4-79,4.5,A,1450,5270,588,Y90S-4,1.5
4-79,4.5,A,1450,5860,500,Y90S-4,1.5
4-79,4.5,A,1450,6450,402,Y90S-4,1.5
4-79,5,A,2900,9100,3334,Y160M2-2,15
4-79,5,A,2900,10200,3256,Y160M2-2,15
4-79,5,A,2900,11250,3217,Y160M2-2,15
4-79,5,A,2900,12350,3099,Y160M2-2,15
4-79,5,A,2900,13140,2981,Y160M2-2,15
4-79,5,A,2900,14480,2903,Y160M2-2,15
4-79,5,A,2900,16100,2471,Y160M2-2,15
4-79,5,A,2900,17720,2001,Y160M2-2,15
4-79,5,A,1450,4560,834,Y100L1-4,2.2
4-79,5,A,1450,5100,814,Y100L1-4,2.2
4-79,5,A,1450,5630,804,Y100L1-4,2.2
4-79,5,A,1450,6180,775,Y100L1-4,2.2
4-79,5,A,1450,6710,745,Y100L1-4,2.2
4-79,5,A,1450,7240,726,Y100L1-4,2.2
4-79,5,A,1450,8050,618,Y100L1-4,2.2
4-79,5,A,1450,8860,500,Y100L1-4,2.2
4-79,6,A,1450,7890,1196,Y132S-4,5.5
4-79,6,A,1450,8820,1177,Y132S-4,5.5
4-79,6,A,1450,9740,1157,Y132S-4,5.5
4-79,6,A,1450,10700,1118,Y132S-4,5.5
4-79,6,A,1450,11600,1069,Y132S-4,5.5
4-79,6,A,1450,12520,1040,Y132S-4,5.5
4-79,6,A,1450,13920,892,Y132S-4,5.5
4-79,6,A,1450,15320,706,Y132S-4,5.5
4-79,6,A,960,5230,530,Y100L-6,1.5
4-79,6,A,960,5840,520,Y100L-6,1.5
4-79,6,A,960,6420,510,Y100L-6,1.5
4-79,6,A,960,7080,490,Y100L-6,1.5
4-79,6,A,960,7680,471,Y100L-6,1.5
4-79,6,A,960,8290,451,Y100L-6,1.5
4-79,6,A,960,9220,402,Y100L-6,1.5
4-79,6,A,960,10100,314,Y100L-6,1.5
4-79,7,C,1800,15580,2501,Y180L-4,22
4-79,7,C,1800,17400,2461,Y180L-4,22
4-79,7,C,1800,19200,2422,Y180L-4,22
4-79,7,C,1800,21100,2334,Y180L-4,22
4-79,7,C,1800,22860,2236,Y180L-4,22
4-79,7,C,1800,24700,2177,Y180L-4,22
4-79,7,C,1800,27600,1873,Y180L-4,22
4-79,7,C,1800,30200,1481,Y180L-4,22
4-79,7,C,1600,13850,1971,Y160L-4,15
4-79,7,C,1600,1450,1942,Y160L-4,15
4-79,7,C,1600,1710,1912,Y160L-4,15
4-79,7,C,1600,18750,1844,Y160L-4,15
4-79,7,C,1600,20300,1765,Y160L-4,15
4-79,7,C,1600,21950,1716,Y160L-4,15
4-79,7,C,1600,24500,1481,Y160L-4,15
4-79,7,C,1600,26850,1167,Y160L-4,15
4-79,7,C,1250,10820,1206,Y132M-4,7.5
4-79,7,C,1250,12120,1187,Y132M-4,7.5
4-79,7,C,1250,13340,1167,Y132M-4,7.5
4-79,7,C,1250,14650,1079,Y132M-4,7.5
4-79,7,C,1250,17150,1049,Y132M-4,7.5
4-79,7,C,1250,19160,902,Y132M-4,7.5
4-79,7,C,1250,20850,716,Y132M-4,7.5
4-79,7,C,1120,9650,971,Y132S-4,5.5
4-79,7,C,1120,10830,951,Y132S-4,5.5
4-79,7,C,1120,11950,932,Y132S-4,5.5
4-79,7,C,1120,13100,902,Y132S-4,5.5
4-79,7,C,1120,14200,863,Y132S-4,5.5
4-79,7,C,1120,15350,843,Y132S-4,5.5
4-79,7,C,1120,17200,726,Y132S-4,5.5
4-79,7,C,1120,1880,549,Y132S-4,5.5
4-79,7,C,1000,8650,775,Y112M-4,4
4-79,7,C,1000,9660,755,Y112M-4,4
4-79,7,C,1000,10660,745,Y112M-4,4
4-79,7,C,1000,11700,716,Y112M-4,4
4-79,7,C,1000,12700,686,Y112M-4,4
4-79,7,C,1000,13700,667,Y112M-4,4
4-79,7,C,1000,15300,578,Y112M-4,4
4-79,7,C,1000,16800,461,Y112M-4,4
4-79,7,C,900,7780,628,Y100L2-4,3
4-79,7,C,900,8690,608,Y100L2-4,3
4-79,7,C,900,9600,598,Y100L2-4,3
4-79,7,C,900,10500,579,Y100L2-4,3
4-79,7,C,900,11400,559,Y100L2-4,3
4-79,7,C,900,12300,539,Y100L2-4,3
4-79,7,C,900,13800,471,Y100L2-4,3
4-79,7,C,900,15100,373,Y100L2-4,3
4-79,7,C,800,6920,500,Y100L1-4,2.2
4-79,7,C,800,7730,481,Y100L1-4,2.2
4-79,7,C,800,8400,471,Y100L1-4,2.2
4-79,7,C,800,9360,461,Y100L1-4,2.2
4-79,7,C,800,10160,441,Y100L1-4,2.2
4-79,7,C,800,10970,422,Y100L1-4,2.2
4-79,7,C,800,12240,373,Y100L1-4,2.2
4-79,7,C,800,13440,294,Y100L1-4,2.2
4-79,7,C,710,6110,392,Y90L-4,1.5
4-79,7,C,710,6850,382,Y90L-4,1.5
4-79,7,C,710,7560,373,Y90L-4,1.5
4-79,7,C,710,8310,363,Y90L-4,1.5
4-79,7,C,710,9020,343,Y90L-4,1.5
4-79,7,C,710,9730,333,Y90L-4,1.5
4-79,7,C,710,10870,294,Y90L-4,1.5
4-79,7,C,710,11900,235,Y90L-4,1.5
4-79,8,C,1600,2491,21500,Y200L-4,30
4-79,8,C,1600,2452,24000,Y200L-4,30
4-79,8,C,1600,2422,26500,Y200L-4,30
4-79,8,C,1600,2334,29200,Y200L-4,30
4-79,8,C,1600,2236,31600,Y200L-4,30
4-79,8,C,1600,2177,34200,Y200L-4,30
4-79,8,C,1600,1873,38100,Y200L-4,30
4-79,8,C,1600,1481,41700,Y200L-4,30
4-79,8,C,1270,17100,1569,Y160L-4,15
4-79,8,C,1270,19100,1549,Y160L-4,15
